location_name,approx_lat,approx_lng,category,source_name,source_url,notes
Jamalia pedestrian subway near Perambur railway station,13.1112,80.2460,unsafe_transport_stop,Times of India,https://timesofindia.indiatimes.com/city/chennai/jamalia-subway-waterlogged-filthy-unsafe-for-pedestrians/amp_articleshow/123815417.cms,2025 report: subway intended as a safe pedestrian passage is frequently waterlogged and poorly maintained; location is near Perambur railway station.
"Valliammal Road, Purasawalkam",13.0878,80.2520,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-citizen-connect-repair-accident-prone-valliammal-road-soon-urge-purasawalkam-residents-837338,2025 report calls the road accident-prone due to severe damage and potholes; minor injuries were reported.
Korukkupet railway crossing,13.1226,80.2805,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/new-railway-overbridge-to-be-constructed-at-accident-prone-korukkupet-rail-crossing/articleshow/111269501.cms,2024 report explicitly describes the crossing as accident-prone and documents dangerous congestion when railway gates close.
"Ellaiamman Koil Street, West Mambalam",13.0387,80.2238,poor_lighting,Times of India,https://timesofindia.indiatimes.com/city/chennai/swd-work-chokes-west-mambalam-street-commuters-demand-swift-cleanup/articleshow/121555215.cms,"2025 report specifically names Ellaiamman Koil Street; construction, congestion and lack of working streetlights created night safety concerns."
"MGR Salai, Kandhanchavadi, Perungudi",12.9619,80.2438,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-pedestrians-urge-state-highway-department-to-repair-footpath-on-mgr-salai-in-perungudi,2026 report: cracked/dislodged pavement forces pedestrians onto the busy arterial road.
"Choolai High Road, Ramalinga Vilas Hotel to Choolai High Road Roundabout",13.0847,80.2668,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-unchecked-illegal-parking-chokes-choolai-high-road,2026 report identifies this exact stretch; parked vehicles occupy footpaths and pedestrians are forced onto the carriageway.
"Viswanathapuram Main Road, Kodambakkam",13.0520,80.2155,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/encroached-footpaths-in-ashok-nagar-kodambakkam-put-pedestrians-in-peril,2026 report identifies footpath encroachment and parking at the Rangarajapuram Main Road/Viswanathapuram Main Road junction.
Rangarajapuram Main Road / Viswanathapuram Main Road junction,13.0530,80.2152,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/encroached-footpaths-in-ashok-nagar-kodambakkam-put-pedestrians-in-peril,2026 report specifically names the junction as a pedestrian safety problem due to occupied footpaths.
"Second Avenue, Ashok Nagar",13.0348,80.2150,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/encroached-footpaths-in-ashok-nagar-kodambakkam-put-pedestrians-in-peril,"2026 report names Second Avenue; shop displays, merchandise and vehicle parking occupy walkways."
"Kumarasamy Street, Perambur",13.1094,80.2504,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-trouble-for-pedestrians-as-cars-continue-to-occupy-footpaths,"2026 report: cars regularly park on the pavement, disrupting walking space and pushing pedestrians onto the road."
"Perambur High Road North, Saraswati Nagar opposite Perambur railway station",13.1096,80.2459,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-pedestrians-take-on-roads-as-shops-take-over-pavements-852549,2025 report specifically names this location; a wall and shop activity blocked the pavement.
"Basin Bridge Road, GCC Zone 5",13.0982,80.2674,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-encroached-damaged-pavements-push-pedestrians-to-busy-road,2025 report specifically identifies the Basin Bridge Road stretch beside the GCC Zone 5 office.
"Medavakkam Tank Road, Konnur High Road to Ayanavaram Road",13.1076,80.2335,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-pedestrians-suffer-due-to-unfinished-pavement-works-in-ayanavaram-855639,2025 report specifies a several-hundred-metre unfinished pavement stretch connecting Konnur High Road and Ayanavaram Road.
High Court Metro Railway Station,13.0661,80.2824,physical_harassment,DT Next,https://www.dtnext.in/news/chennai/chennai-guest-worker-arrested-for-harassing-woman-in-high-court-metro-station-786709,2024 police-report-based article names the station premises in a sexual-harassment case.
"Bharani Street, Kallukuttai, Perungudi",12.9667,80.2465,poor_lighting,Times of India,https://timesofindia.indiatimes.com/city/chennai/let-there-be-light-on-these-chennai-roads/articleshow/105273954.cms,2023 report names Bharani Street as a dark location.
Path between Dr Guruswamy Bridge and Chetpet Eco Park / Chetpet railway station,13.0725,80.2408,poor_lighting,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-pedestrians-weary-of-improper-condition-of-chetpet-eco-park-pavement,2026 report: roughly 150 m pedestrian path to Chetpet railway station has insufficient street lighting; pedestrians avoid it at night for safety.
"Srinivasa Perumal Sannathi 2nd Street, Gopalapuram Police Quarters, Royapettah",13.0526,80.2592,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-seized-vehicles-on-footpath-pose-risk-to-pedestrians-in-royapettah,"2026 report: seized vehicles occupied the footpath for more than two months, forcing schoolchildren, women and residents onto the carriageway."
"Sir Thyagaraya Road near Pondy Bazaar, T Nagar",13.0414,80.2350,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-months-on-no-action-on-damaged-manhole-on-t-nagar-road,2026 report: damaged manhole/concrete patch with protruding iron rods creates a major hazard for motorists and pedestrians; similar damaged patches occur toward Dr B Narasimhan Road junction.
RBI Subway near Parry's,13.0875,80.2882,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/poor-restoration-makes-rbi-subway-risky/amp_articleshow/117406369.cms,"2025 report: potholes, water stagnation, seepage and uneven resurfacing made the subway accident-prone."
"CP Pavalavannan Subway, Saidapet",13.0222,80.2240,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/high-court-seeks-officials-reply-on-plea-alleging-water-leakage-at-cp-pavalavannan-subway,2026 High Court report: persistent water seepage was alleged to have caused frequent vehicular accidents and posed a serious public-safety threat.
"Koyambedu Market East Road, CMDA office to omnibus terminus",13.0690,80.1970,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/overflowing-sewage-wreak-havoc-on-koyambedu-market-east-road-831598,2025 report: named stretch described as accident-prone; overflowing sewage and uneven road conditions affected commuters and heavy commercial traffic.
"Veera Perumal Koil Street, Mylapore",13.0348,80.2672,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-mylapore-residents-complain-about-roads-not-being-re-laid-829752,"2025 report: road remained unrelaid after stormwater-drain works, creating difficulty for motorists, patients and ambulances; nearby schools also use the road."
"Mundagakanni Amman Koil Street, Mylapore",13.0358,80.2638,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-mylapore-residents-complain-about-roads-not-being-re-laid-829752,2025 report names this street among Mylapore roads left in poor condition after stormwater-drain works.
"Ennore High Road, Tondiarpet",13.1320,80.2900,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/pond-to-be-built-on-ennore-high-road-to-prevent-inundation-818846,2025 report: monsoon water stagnation made the area accident-prone; two-wheelers had skidded and fallen into the waterbody.
"Gurumurthy Garden Street, Perambur",13.1125,80.2515,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-wall-collapse-at-perambur-corporation-school-raises-safety-concerns-808314,2024 report: collapsed compound wall at Corporation Girls High School raised safety concerns; vegetation and rainwater stagnation increased risk around the street.
"Shanmugapuram 2nd Street, Tiruvottiyur",13.1655,80.3045,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-milled-roads-in-ernavur-jothi-nagar-left-incomplete-for-over-a-month-845888,"2025 report: road left milled/unattended for more than a month, making it accident-prone, particularly for schoolchildren and senior citizens."
"Shanmugapuram 3rd Street, Tiruvottiyur",13.1660,80.3050,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-milled-roads-in-ernavur-jothi-nagar-left-incomplete-for-over-a-month-845888,"2025 report names the street among Tiruvottiyur roads left milled and unattended, creating accident risk."
"Shanmugapuram 6th Street, Tiruvottiyur",13.1665,80.3055,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-milled-roads-in-ernavur-jothi-nagar-left-incomplete-for-over-a-month-845888,2025 report names the street among roads left milled/unattended for more than a month.
"Shanmugapuram 10th Street, Tiruvottiyur",13.1670,80.3060,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-milled-roads-in-ernavur-jothi-nagar-left-incomplete-for-over-a-month-845888,2025 report names the street among roads left milled/unattended and describes the wider road condition as accident-prone.
"Jothi Nagar Main Road, Tiruvottiyur",13.1645,80.3065,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-milled-roads-in-ernavur-jothi-nagar-left-incomplete-for-over-a-month-845888,2025 report specifically names Jothi Nagar Main Road among roads left milled and unattended.
"Jothi Nagar Main Cross Street, Tiruvottiyur",13.1650,80.3070,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-milled-roads-in-ernavur-jothi-nagar-left-incomplete-for-over-a-month-845888,2025 report specifically names Jothi Nagar Main Cross Street among incomplete road-work locations.
"VP Nagar 6th Extension, Tiruvottiyur",13.1680,80.3090,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-milled-roads-in-ernavur-jothi-nagar-left-incomplete-for-over-a-month-845888,2025 report names VP Nagar 6th Extension among roads left milled and unattended.
"AD Colony 15th Street, Tiruvottiyur",13.1690,80.3100,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-milled-roads-in-ernavur-jothi-nagar-left-incomplete-for-over-a-month-845888,2025 report names AD Colony 15th Street among incomplete road-work locations.
"Bajanai Koil 2nd Cross Street, Tiruvottiyur",13.1695,80.3110,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-milled-roads-in-ernavur-jothi-nagar-left-incomplete-for-over-a-month-845888,2025 report names Bajanai Koil 2nd Cross Street among incomplete road-work locations.
"Brindavan Nagar Main Road, Adambakkam",12.9948,80.2045,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-residents-of-adambakkam-urge-the-gcc-to-remove-the-encroachments-on-the-busy-brindavan-nagar-main-road,"2026 report: shops/vendors completely encroached the newly built footpath, forcing pedestrians onto the busy carriageway."
"Arcot Road, Kodambakkam",13.0485,80.2125,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-pedestrians-forced-to-wade-through-garbage-piles-on-arcot-road-footpath,"2026 report: garbage accumulation turned the footpath into an informal dumping ground, obstructing pedestrians."
"Mayor Ramanathan Salai (Spurtank Road), Chetpet",13.0727,80.2419,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/news/chennai/chennai-citizen-connect-expedite-footpath-work-along-mayor-ramanathan-salai-chetpet-residents-urge-gcc,"2026 report: 550-metre pavement was occupied by unremoved concrete slabs and encroachments, forcing pedestrians onto the road."
Khader Nawaz Khan Road pedestrian plaza,13.0552,80.2504,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/plaza-built-for-people-claimed-by-everything-else/articleshow/132143617.cms,2026 report: vehicles and commercial loading encroached the pedestrian plaza; adjacent lanes also experienced spillover parking.
"Venkatanarayana Road, T Nagar",13.0355,80.2325,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/venkatanarayana-road-footpaths-turn-parking-lot/articleshow/110097557.cms,"2024 report: cars, two-wheelers, vendors and temple crowds occupied the footpath, forcing pedestrians onto the road."
"Usman Road, T Nagar",13.0407,80.2335,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/web-only/2025/Aug/12/crores-spent-but-will-chennais-roads-ever-be-people-friendly,"2025 report: footpath along Usman Road/Pondy Bazaar area was heavily occupied by commercial activity, leaving little usable walking space."
"Valluvar Salai, Ramapuram",13.0284,80.1840,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/keen-on-walking-along-pavements-in-ramapuram-theres-no-way-you-can/articleshow/104684929.cms,2023 report: shops encroach road edges; pedestrians walk on the carriageway because Ramapuram lacks adequate footpaths.
"Bharathi Salai, Ramapuram",13.0275,80.1805,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/keen-on-walking-along-pavements-in-ramapuram-theres-no-way-you-can/articleshow/104684929.cms,2023 report: parked vehicles consume pedestrian space; untethered cattle also increase pedestrian risk.
Ramapuram Main Road,13.0300,80.1850,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/keen-on-walking-along-pavements-in-ramapuram-theres-no-way-you-can/articleshow/104684929.cms,2023 report identifies Ramapuram Main Road among major local roads without adequate pedestrian footpaths.
"Poleri Amman Koil Street / AA Road railway culvert, Perambur",13.1120,80.2540,unsafe_road_no_footpath,DT Next,https://www.dtnext.in/amp/story/news/chennai/chennai-citizen-connect-two-wheeler-users-take-risky-ride-on-low-height-railway-culvert-in-perambur,2026 report: low-height culvert used by pedestrians and two-wheelers has restricted headroom and hazardous movement.
"Venkatanarayana Road, Natesan Park bus stop",13.0360,80.2330,unsafe_transport_stop,Times of India,https://timesofindia.indiatimes.com/city/chennai/commuters-forced-to-hop-across-busy-venkatnarayana-rd-as-mtc-skips-bus-stop/articleshow/125988831.cms,"2025 report: buses stopped on the opposite lane, forcing commuters to run across the busy road and centre median to board."
"MC Road, Washermenpet",13.1165,80.2875,stalking,DT Next,https://www.dtnext.in/news/chennai/two-held-for-harassing-women-in-separate-incidents-842022,2025 police report names MC Road in a stalking/threatening case involving a woman employee. No personal identifiers included.
"Grand Northern Trunk Road (GNT Road), Madhavaram",13.1480,80.2310,physical_harassment,DT Next,https://www.dtnext.in/news/chennai/history-sheeter-held-for-harassing-woman-delivery-agent-in-chennai-853751,2025 police report: a woman delivery worker reported inappropriate touching and threats at a tea shop on GNT Road.
"KB Dasan Road, Teynampet",13.0402,80.2490,catcalling_harassment,DT Next,https://www.dtnext.in/news/chennai/man-arrested-for-verbally-harassing-woman-over-parking-dispute841055,2025 police report of verbal harassment of a woman during a parking dispute on KB Dasan Road.
"100 Feet Road, Vadapalani",13.0505,80.2115,physical_harassment,DT Next,https://www.dtnext.in/news/chennai/man-arrested-for-harassing-woman-on-vadapalani-road-bike-seized-836816,2025 police report: a woman walking on 100 Feet Road was allegedly approached and harassed by a two-wheeler rider.
Government Estate Metro Railway Station subway,13.0680,80.2770,physical_harassment,DT Next,https://www.dtnext.in/news/chennai/youth-arrested-for-sexually-harassing-techie-near-government-estate-metro-station-850463,2025 police report: woman was sexually harassed in the subway near Government Estate Metro Station.
Thousand Lights Metro Station,13.0588,80.2580,physical_harassment,DT Next,https://www.dtnext.in/news/chennai/chennai-stalker-sexually-assaults-woman-on-metro-held-829160,2025 police report: suspect was apprehended at Thousand Lights Metro Station after a reported sexual assault on a Metro train.
"Nandanam, Government Arts College vicinity",13.0315,80.2430,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2025/Feb/03/encroachments-kerb-parking-make-footpaths-inaccessible-for-disabled-in-chennai,"2025 report: footpaths near Government Arts College were obstructed by debris, machines, trees and poles; users reported falls and difficulty walking."
"Chepauk, New State Guest House vicinity",13.0610,80.2810,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2025/Feb/03/encroachments-kerb-parking-make-footpaths-inaccessible-for-disabled-in-chennai,"2025 report: police barricades occupied footpaths near the New State Guest House, forcing students/pedestrians onto the road."
Velachery 100 Feet Road,12.9790,80.2185,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2025/Feb/03/encroachments-kerb-parking-make-footpaths-inaccessible-for-disabled-in-chennai,"2025 report: pushcarts and parked vehicles encroached footpaths, making pedestrian movement difficult and dangerous."
"Thiruvottiyur High Road, Tondiarpet — SWD work stretch",13.1245,80.2895,unsafe_road_no_footpath,New Indian Express,https://www.newindianexpress.com/cities/chennai/2026/Jun/01/broken-pathways-and-open-pits-greet-commuters-on-th-road,"2026 report: about 500 m affected by storm-water-drain work, with damaged pathways, inadequate barricading and excavation pits forcing pedestrians close to traffic."
"Murugappa Reddy Street, Vivekanandar Nagar, Ambattur",13.1140,80.1580,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/interior-roads-near-ambattur-old-terminus-in-disrepair/articleshow/123752411.cms,2025 report: pothole-ridden interior road near Ambattur Old Terminus; monsoon water can conceal potholes and increase accident risk.
"First Cross Street, Vivekanandar Nagar, Ambattur",13.1135,80.1575,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/interior-roads-near-ambattur-old-terminus-in-disrepair/articleshow/123752411.cms,2025 report names this interior street among the worst-affected pothole-ridden roads near Ambattur Old Terminus.
"Kanniah Chetty Street, Vivekanandar Nagar, Ambattur",13.1130,80.1585,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/interior-roads-near-ambattur-old-terminus-in-disrepair/articleshow/123752411.cms,2025 report names this street among the worst-affected pothole-ridden roads near Ambattur Old Terminus.
"Balaji Street, Vivekanandar Nagar, Ambattur",13.1125,80.1590,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/interior-roads-near-ambattur-old-terminus-in-disrepair/articleshow/123752411.cms,2025 report names this street among the worst-affected pothole-ridden roads near Ambattur Old Terminus.
"Thiruvengada Nagar, Ambattur",13.1105,80.1605,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/interior-roads-near-ambattur-old-terminus-in-disrepair/articleshow/123752411.cms,2025 report says this road had not been repaved for nearly a decade and was associated with accident risk.
"West Main Road, Ambattur",13.1095,80.1615,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/interior-roads-near-ambattur-old-terminus-in-disrepair/articleshow/123752411.cms,2025 report says this road had not been repaved for nearly a decade; worn condition creates safety problems.
Adyar Bridge Road,13.0060,80.2560,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/potholes-a-threat-to-motorists-on-adyar-bridge-roads/articleshow/124099191.cms,"2025 report: milled but unpaved sections, potholes, stagnant rainwater and construction debris created hazards, especially for two-wheelers."
"Monegar Choultry Road (MC Road), cemetery junction to BSNL junction",13.1135,80.2870,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/obstacle-race-plays-out-on-mc-road-daily-as-pedestrian-plaza-project-in-limbo/articleshow/126127407.cms,"2025 report: 1 km pedestrian-plaza project remained incomplete, with open drains, dug-up stretches and two-wheelers encroaching walking space."
"Arumbakkam 100 Feet Road, near SAF Games Village",13.0720,80.2050,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/wrong-side-driving-congests-state-highway-junctions-ups-safety-risk/articleshow/126218816.cms,"2025 report: motorists routinely make an illegal turn near SAF Games Village, clogging lanes and endangering pedestrians."
Nolambur-Poonamallee High Road Junction,13.0705,80.1645,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/wrong-side-driving-congests-state-highway-junctions-ups-safety-risk/articleshow/126218816.cms,2025 report: illegal right turns at the junction create congestion and safety risks for pedestrians and commuters.
"Basin Bridge four-way junction, GNT Road",13.0985,80.2670,unsafe_road_no_footpath,Times of India,https://timesofindia.indiatimes.com/city/chennai/wrong-side-driving-congests-state-highway-junctions-ups-safety-risk/articleshow/126218816.cms,"2025 report: wrong-side turns and displaced barricades cause traffic from four directions to pile up, particularly after 9 pm."
"Velachery road, Chennai",12.9805,80.2200,physical_harassment,Times of India,https://timesofindia.indiatimes.com/city/chennai/chennai-traffic-inspector-arrested-for-sexually-harassing-woman-on-road-in-velachery/articleshow/132693047.cms,2026 police-report-based article documents alleged sexual harassment of a woman walking on a road in Velachery. Source does not provide a more precise street name; road-level seed only.
"Maharani Theatre bus stop, Tiruvottiyur High Road, Old Washermenpet",13.1225,80.2878,unsafe_transport_stop,DT Next,https://www.dtnext.in/news/chennai/traffic-chaos-on-tiruvottiyur-high-road-parking-at-maharani-theatre-bus-stop-leaves-no-room-for-commuters-to-wait-buses-to-halt,"2026 report: two-wheelers and autos parked directly in front of the bus stop, forcing buses to stop away from the designated stop and making boarding/alighting unsafe."
